label,sentences
1,"the laws of the state of california will govern this statement , as well as any claim that might arise between you and us , without regard to conflict of law provisions ."
0,"if any part of this agreement is found to be invalid or unenforceable , that part of the agreement will no longer apply ."
1,"by accepting these terms of service or using our services , you understand that this is a legally binding instrument and agree to be bound by the terms and conditions herein ."
0,there may be more limited discovery than in court .
0,"12.1 we are committed to complying with copyright and related laws , and we require all users of the products to comply with these laws ."
0,"the software is licensed , not sold , and microsoft reserves all rights to the software not expressly granted by microsoft , whether by implication , estoppel , or otherwise ."
0,please also see skype 's trademark guidelines for further details on use of its marks .
0,technical requirements for use of products and software and feature descriptions are available on the skype website .
0,"do n't infringe upon the rights of others -lrb- e.g. , unauthorized sharing of copyrighted music or other copyrighted material , resale or other distribution of bing maps , or photographs -rrb- ."
0,we make no representations or warranties that the services are appropriate or available for use in other locations .
0,we have the right to investigate violations of these terms or conduct that affects the services .
0,frame or link to any of the materials or information available on the service ;
0,"• breach or circumvent any laws , third-party rights or our systems , policies , or determinations of your account status ;"
0,you are responsible for any use of your credit card or other payment instrument -lrb- e.g. paypal -rrb- by minors .
0,please check that the details in the confirmation message are correct as soon as possible and keep a copy of it for your records .
0,"we may include or recommend third party resources , materials and developers and/or links to third party websites , content and applications as part of , or in connection with , the service ."
0,you are permitted to use your personal skype account at work for your own business communications .
0,our goal is to deliver advertising and other commercial or sponsored content that is valuable to our users and advertisers .
0,"-lrb- g -rrb- you can also contact us via email at help@headspace.com to withdraw your consent to receive any future communications electronically , including if the system requirements described above change and you no longer possess the required system ."
0,"yahoo and its subsidiaries , affiliates , officers , employees , agents , partners and licensors make no warranty that -lrb- i -rrb- the yahoo services or software will meet your requirements ; -lrb- ii -rrb- the yahoo services or software will be uninterrupted , timely , secure or error-free ; -lrb- iii -rrb- the results that may be obtained from the use of the yahoo services or software will be accurate or reliable ; -lrb- iv -rrb- the quality of any products , services , information or other material purchased or obtained by you through the yahoo services or software will meet your expectations ; and -lrb- v -rrb- any errors in the software will be corrected ."
1,you will be deemed to have accepted such changes by continuing to use the rovio services .
0,"if you opt to use third-party applications via your account with us , they may gain access to certain information that you have provided to us , including personal data , and they will use , store , and disclose such information in accordance with their individual privacy policies and terms and conditions ."
0,"an acquisition is the process of purchasing goods or downloading and acquiring a license for digital content from microsoft , whether free or paid -lrb- `` acquisition '' -rrb- ."
0,no failure or delay by vimeo in exercising any right hereunder will waive any further exercise of that right .
0,"we will endeavor to notify you by email or at the next time you attempt to access your account after any such deactivation , termination or suspension ."
0,the prices on our platform are highly competitive .
0,"`` duolingo , '' `` tinycards '' and all other trademarks , service marks , graphics and logos used in connection with the service are trademarks or service marks of duolingo or their respective owners , and certain of them are registered with the united states patent and trademark office ."
0,5.10 changes to products : skype is constantly improving the software and products and may also need to change technical features from time to time in order to comply with applicable regulations .
0,you do not obtain any other right or interest in evernote or the service .
0,"upload , post , email , transmit or otherwise make available any content that infringes any patent , trademark , trade secret , copyright or other proprietary rights -lrb- `` rights '' -rrb- of any party ;"
0,much of the content of the site is provided by and is the responsibility of the user or subscriber who posted the content .
0,"you 're responsible for all applicable taxes , and we 'll charge tax when required to do so ."
0,"but because we do not review all content , we can not guarantee that content on the services will always conform to our terms or guidelines ."
0,"you will comply with this agreement and all applicable local , state , national and international laws , rules and regulations , and"
0,"while our own staff is continually working to develop and evaluate our own product ideas and features , we pride ourselves on paying close attention to the interests , feedback , comments , and suggestions we receive from the user community ."
0,linkedin reserves all of its intellectual property rights in the services .
0,"if you can not resolve a dispute with us informally pursuant to section 20.2 , then , except as described elsewhere in section 20 , you and onavo agree to submit the dispute to a single arbitrator at the american arbitration association -lrb- aaa -rrb- under its then-current commercial arbitration rules , including the optional rules for emergency measures of protection and the supplementary procedures for consumer-related disputes , or , by separate mutual agreement , at another arbitration institution ."
0,"`` content '' means any works of authorship , creative works , graphics , images , textures , photos , logos , video , audio , text , and interactive features ."
0,you will not post content or take any action on facebook that infringes or violates someone else 's rights or otherwise violates the law .
1,we can deactivate your account at any time .
0,"if you 're using our services for an organization , you 're agreeing to these terms on behalf of that organization ."
0,"if you are an end user of an evernote business account , please note that the customer of your evernote business account -lrb- such as your employer or organization -rrb- may have established its own rules regarding end users ' access , use , disclosure , or retention of data stored in that account ."
0,"it is your responsibility to ensure that you are legally allowed to use the software , products and/or skype websites where you are located ."
1,these terms will be governed by california law except for its conflicts of laws principles .
0,3.1 our services & paid subscriptions
0,"to the fullest extent permitted under applicable law , you waive your right to enforce against ebay , our assignees , our sublicensees , and their assignees your intellectual property rights in that content in connection with our , those assignees ' , and those sublicensees ' use of that content ."
0,"save to the extent required by law , vivino has no special relationship with or fiduciary duty to you ."
1,"you agree that yahoo shall not be liable to you or to any third party for any modification , suspension or discontinuance of the yahoo services -lrb- or any part thereof -rrb- ."
0,"for any claim where the potential award is reasonably likely to be $ 10,000 or less , either you or duolingo may elect to have the dispute resolved through non-appearance-based arbitration ."
0,"service contracts : the cancellation right expires earlier if the service has been fully performed by us , the performance of the service began with your prior express consent , and you acknowledged that you lose your right of cancellation once the contract has been fully performed ."
0,agree that we may start to supply your purchased virtual items immediately after you have clicked that button ; and
0,"you agree to defend , indemnify and hold headspace and its directors , officers , members , investors , managers , employees and agents harmless from any and all claims , liabilities , costs and expenses , including reasonable attorneys ' fees , arising in any way from your use of the products , your placement or transmission of any message , content , information , software , or other submissions through the products , or your breach or violation of the law or of these terms ."
0,"thus , no software from the service may be downloaded , exported or re-exported : -lrb- a -rrb- into -lrb- or to a national or resident of -rrb- any country to which the united states has embargoed goods ; or -lrb- b -rrb- to anyone on the u.s. treasury department 's list of specially designated nationals or the u.s. commerce department 's table of deny orders ."
0,"our services are very diverse , so sometimes additional terms or product requirements -lrb- including age requirements -rrb- may apply ."
0,"while spotify accepts no responsibility for third party applications or the content thereof , and while your relationship with such third party applications may be governed by separate agreements with such third parties , to the extent permitted by applicable law , your sole and exclusive remedy , as with respect to spotify , for any problems or dissatisfaction with third party applications or the content thereof , is to uninstall and/or stop using any such third party applications ."
0,"if you change the country registered with your nintendo account , you must agree to the nintendo account agreement applicable for the new country ."
1,failure to pay these fees may result in suspension or termination of your service or subscription .
0,-lrb- d -rrb- your license to us
1,"the exclusive jurisdiction and venue of any ip protection action or , if you timely provide niantic with an arbitration opt-out notice , will be the state and federal courts located in the northern district of california , and each of the parties hereto waives any objection to jurisdiction and venue in such courts ."
0,rewards that are undeliverable will not be reissued and are therefore forfeited .
0,the arbitration proceedings shall be conducted in english .
0,"the responses described in this clause are not limited , and we may take any other action we reasonably deem appropriate ."
0,"skype paid products are sold to you by skype communications s.à.r.l , however the seller-of-record accountable for taxes is skype communications us corporation ."
0,"a statement by you , made under penalty of perjury , that the above information in your notice is accurate and that you are the copyright owner or are authorized to act on the copyright owner 's behalf ."
0,"if you decide to access any external sites , purchase any content from external sites or subscribe to services offered by such external site , then you do so at your own risk ."
1,"by using those features , you agree to these terms and the google maps terms available at http://www.google.com/intl/en_all/help/terms_maps.html ."
0,"accordingly , to the extent permitted by applicable law , we exclude all express or implied warranties , terms and conditions including , but not limited to , implied warranties of merchantability , fitness for a particular purpose , and non-infringement ."
0,"for eligible items located in the united states and purchased by an international buyer through the global shipping program , you -lrb- as seller -rrb- will simply ship the item to a parcel processing facility located in the united states ."
0,"you are solely responsible for your interactions with other athletes , whether online or in person , including but not limited to comments , challenges , and friendly competition ."
1,"we may change , suspend or end any service , or change and modify prices prospectively in our discretion ."
0,"should it prove defective , you assume the entire cost of all necessary servicing or repair ."
0,9.1 the licensor may transfer its rights and obligations under these terms of use to another person .
0,"apple , and apple 's subsidiaries , are third party beneficiaries of this agreement , and upon your acceptance of this agreement , apple will have the right -lrb- and will be deemed to have accepted the right -rrb- to enforce this agreement against you as a third party beneficiary of this agreement ."
0,"you expressly agree that your athletic activities , which may generate the user-generated content you post or seek to post on or via the services -lrb- e.g. , running , walking , cycling , hiking -rrb- and certain third-party activities carry certain inherent and significant risks of property damage , bodily injury , or death and that you voluntarily assume all known and unknown risks associated with these activities , even if caused in whole or part by the action , inaction , or negligence of under armour or by the action , inaction , or negligence of others ."
0,"copy , use , disclose or distribute any information obtained from the services , whether directly or through third parties -lrb- such as search engines -rrb- , without the consent of linkedin ;"
0,special provisions applicable to users outside the united states
0,"if you are a composer or author of a musical work and are affiliated with a pro , then you must notify your pro of the royalty-free license you grant through this eula to us ."
0,11.7 improperly filed claims are subject to attorneys ' fees and costs .
0,bypass or circumvent any access controls or service use limits -lrb- such as caps on keyword searches -rrb- ;
0,"if you change your place of residence , the airbnb company you contract with will be determined by your new place of residence as specified above , from the date on which your place of residence changes ."
0,"• infringes any third party 's copyrights or other rights -lrb- e.g. , trademark , privacy rights , etc. -rrb- ;"
0,"regardless of who terminates these terms , both you and snap group limited continue to be bound by sections 3 , 6 , 9 , 10 , and 13-22 of the terms ."
0,"we each agree that any dispute resolution proceedings will be conducted only on an individual basis and not in a class , consolidated or representative action ."
0,"because of this , the following provisions apply specifically to athletes located outside of the united states : -lrb- i -rrb- you consent to the transfer , storage , and processing of your information , including but not limited to user-generated content and any personal data , to and in the united states and/or other countries ; -lrb- ii -rrb- if you are using the services from a country embargoed by the united states , or are on the united states treasury department 's list of `` specially designated nationals , '' you are not authorized to access or make use of the services ; and -lrb- iii -rrb- you agree to comply with all local laws , rules , and regulations including , without limitation , all laws , rules , and regulations in effect in the country in which you reside and the country from which you access the services ."
0,"these terms do not grant you or any other party any right , title or interest in the service or any content in the service ."
1,"-lrb- a -rrb- any indirect , special , incidental or consequential damages ; or"
0,judgment on the award rendered by the arbitrator may be entered in any court of competent jurisdiction .
0,"you may not use a misspelling or an alternative spelling to circumvent the name restrictions listed above , nor can you have a `` first '' and `` last '' name that , when combined , violate the above name restrictions ."
0,skype is committed to respecting your privacy and the confidentiality of your personal information .
1,"in no event shall onavo be liable to anyone for any indirect , punitive , special , exemplary , incidental , consequential or other damages of any type or kind -lrb- including loss of data , revenue , profits , use or other economic advantage -rrb- arising out of , or in any way connected with the services , including but not limited to the use or inability to use the services , or for any content obtained from or through the services , any interruption , inaccuracy , error or omission , even if onavo has been previously advised of the possibility of such damages ."
0,we do n't exclude or limit our liability to you where it would be illegal to do so -- this includes any liability for dropbox 's or its affiliates ' fraud or fraudulent misrepresentation in providing the services .
0,"except as expressly set out in these terms of use or as permitted by applicable law , the licensee undertakes not to :"
1,"if blizzard entertainment finds such a label to be offensive or improper , it may , in its sole and absolute discretion , change the name , remove the label and corresponding chat room , and/or suspend or terminate your use of world of warcraft ."
0,details of that policy can be found here : https://www.youtube.co.uk/t/copyright_notice
0,"except as provided in the preceding sentence , this `` dispute resolution '' section will survive any termination of these terms ."
0,"for notices made by e-mail , the date of receipt will be deemed the date on which such notice is transmitted ."
0,"if your claim does not exceed $ 10,000 , then the arbitration will be conducted solely on the basis of the documents that you and academia.edu submit to the arbitrator , unless you request a hearing or the arbitrator determines that a hearing is necessary ."
0,the limitations specified in this section will survive and apply even if any limited remedy specified in these terms is found to have failed of its essential purpose .
0,you therefore may not use the services in a manner that :
0,"once you 've purchased content , we encourage you to download , install and/or access it promptly ."
0,but you grant us a license to use that content .
0,under armour is a community dedicated to helping all athletes reach their fitness and wellness goals .
0,"you agree that all agreements , notices , disclosures , and other communications that we provide to you electronically satisfy any legal requirement that such communications be in writing ."
0,"tinder provides the service on an `` as is '' and `` as available '' basis and to the extent permitted by applicable law , grants no warranties of any kind , whether express , implied , statutory or otherwise with respect to the service -lrb- including all content contained therein -rrb- , including , without limitation , any implied warranties of satisfactory quality , merchantability , fitness for a particular purpose or non-infringement ."
0,"if a product offered by amazon itself is not as described , your sole remedy is to return it in unused condition ."
0,"you release us , our subsidiaries , affiliates , and our and their directors , officers , employees , partners , and agents -lrb- together , the `` whatsapp parties '' -rrb- from any claim , complaint , cause of action , controversy , or dispute -lrb- together , `` claim '' -rrb- and damages , known and unknown , relating to , arising out of , or in any way connected with any such claim you have against any third parties ."
0,-lrb- 1 -rrb- modify or cause to be modified any files that are a part of a world of warcraft installation ;
0,"-lrb- g -rrb- you will not engage in any automated use of the system , such as using scripts to alter our content ."
0,"linden lab may give notice to and obtain consent from you by one or more of the following means : through the service or website , by electronic mail to your e-mail address in our records , or by written mail communication to the address on record for your account ."
0,"where such terms are inconsistent with these terms , the additional terms shall control ."
0,"your password protects your user account , and you are solely responsible for keeping your password confidential and secure ."
0,"last updated : september 16 , 2015"
0,all other claims will be arbitrated .
1,you and youtube agree to submit to the exclusive jurisdiction of the courts of england to resolve any legal matter arising from the terms .
0,"this restriction applies to any use that interferes or attempts to interfere with the normal operations of the services , including by hacking , deleting , augmenting or altering the services or any content ."
0,"-lrb- b -rrb- rent , lease , lend , sell , redistribute or sublicense the service ;"
0,"if you wish to receive a full refund of all monies paid before the cooling-off period is over , you must contact customer support ."
0,"you agree to provide accurate , current and complete information during the registration process and to update such information to keep it accurate , current and complete ."
0,"linden lab owns intellectual property rights in and to the service , including but not limited to the linden content , software , the servers , and the websites related thereto , and in and to our trademarks , service marks , trade names , logos , domain names , taglines and trade dress -lrb- collectively , the `` linden marks '' -rrb- ."
0,"`` windows store '' means a store for windows devices such as phone , pc and tablet , or any other experience that is branded windows store ."
0,there are no refunds or other credits for gift subscription that are not redeemed .
0,19.6 arbitration rules and governing law .
0,"• utah code annotated § 70a-2-401 -lrb- 2 -rrb- and uniform commercial code § 2-401 -lrb- 2 -rrb- apply to the transfer of ownership between the buyer and the seller , unless the buyer and the seller agree otherwise ."
0,"by using or accessing such software , content , or areas of the service , you represent that you satisfy the age requirements set forth in the applicable product policy ."
0,"duolingo and its suppliers make no representations or warranties of any kind with respect to the service , either express or implied , and all such representations and warranties , including warranties of merchantability , fitness for a particular purpose or non-infringement , are expressly disclaimed ."
0,the modified version of the terms -lrb- the `` modified terms '' -rrb- will be posted at https://www.youtube.co.uk/t/terms or made available within the service -lrb- for any modified additional terms -rrb- .
0,"please note that all software , including , without limitation , all html , xml , java code and active x controls contained on this website , is owned by tripadvisor and/or its affiliates , and is protected by copyright laws and international treaty provisions ."
0,"9gag , inc may assign this agreement in whole or in part at any time without subscriber 's consent ."
0,spotify respects intellectual property rights and expects you to do the same .
0,"9.1 hosts and guests are responsible for any modifications to a booking that they make via the airbnb platform or direct airbnb customer service to make -lrb- `` booking modifications '' -rrb- , and agree to pay any additional listing fees , host fees or guest fees and/or taxes associated with such booking modifications ."
0,arbitration is more informal than a lawsuit in court .
0,"-lrb- b -rrb- your user material is not illegal , obscene , defamatory , threatening , pornographic , harassing , hateful , racially or ethnically offensive , and does not encourage conduct that would be considered a criminal offense , and does not give rise to civil liability , violate any law , or is otherwise deemed inappropriate ."
0,"you will not use the service to infringe the privacy rights , property rights , or any other rights of any person , business or organisation ;"
0,"you agree to comply with any applicable third party terms , when using the service ."
0,your correspondence and business dealings with third parties found through the service are solely between you and the third party .
0,"please read these terms of service -lrb- `` agreement '' -rrb- carefully before using the site or any services provided on the site -lrb- collectively , `` services '' -rrb- ."
0,-lrb- f -rrb- user-generated content and eligibility to participate in certain sports organizations
0,the arbitrator 's award shall be final and binding and judgment on the award rendered by the arbitrator may be entered in any court having jurisdiction thereof .
0,"one of our goals is to provide athletes with the tools to achieve their weight management goals at a steady , sustainable rate ."
0,-lrb- a -rrb- an electronic or physical signature of the person authorized to act on behalf of the owner of the copyright or other intellectual property interest ;
0,you are responsible for all charges incurred in connection with your account .
0,this subscription is billed monthly as a recurring payment .
0,"you shall be responsible for the cost of repair for damage to , or necessary cleaning of , third party provider vehicles and property resulting from use of the services under your account in excess of normal `` wear and tear '' damages and necessary cleaning -lrb- `` repair or cleaning '' -rrb- ."
0,"you are responsible for your use of the services and for any content you provide , including compliance with applicable laws , rules , and regulations ."
0,"the arbitrator 's decision or award in one person 's case can only impact the person who brought the claim , not other zynga players , and can not be used to decide other disputes with other players ."
0,in the service you may use `` real world '' money to obtain a limited license to use virtual items and/or other goods or services .
0,"you also understand and agree that the yahoo services may include certain communications from yahoo , such as service announcements , administrative messages and the yahoo newsletter , and that these communications are considered part of yahoo membership and you will not be able to opt out of receiving them ."
0,"if you have a tripadvisor account , you will safeguard your account information and will supervise and be completely responsible for any use of your account by anyone other than you ."
0,"in any case , no person will receive more than two requests a week ."
0,"we may ask you to supply additional information relevant to your transaction , including , without limitation , your credit card number , the expiration date of your credit card , your billing address and additional information to verify your identity before completing your transaction -lrb- such information , `` payment information '' -rrb- ."
0,we respond quickly to the concerns of rights owners about any alleged infringement .
0,please therefore make sure you read any such notice carefully .
0,"if you are using software pre-loaded on , embedded in , combined , distributed or used with or downloaded onto third party products , hardware , software applications , programs or devices -lrb- `` third-party technology '' -rrb- , you agree and acknowledge that : -lrb- a -rrb- you may be required to enter into a separate licence agreement with the relevant third party owner or licensor for the use of such third-party technology ; -lrb- b -rrb- some products and/or functionality may not be accessible through the third-party technology and -lrb- c -rrb- skype can not guarantee that the software shall always be available on or in connection with such third-party technology ."
0,"we are providing facebook as is without any express or implied warranties including , but not limited to , implied warranties of merchantability , fitness for a particular purpose , and non-infringement ."
0,we are building the best services we can for you but we ca n't promise they will be perfect .
0,"for further information on vacation rental fees , security deposits , payment processing , and cancellations and refunds , please consult the terms of use of our affiliate sites ."
1,"additionally , we may , in appropriate circumstances and at our sole discretion , suspend or terminate accounts of users who may be repeat infringers of third party intellectual property rights ."
0,the arbitrator can award the same damages and relief on an individual basis that a court can award to an individual .
0,whether an issue constitutes a test issue will be determined by duolingo in its reasonable discretion .
0,4.6 airbnb may enable features that allow you to authorize other members or certain third parties to take certain actions that affect your airbnb account .
0,"however , you agree that linkedin may assign this contract to its affiliates or a party that buys it without your consent ."
0,-lrb- e -rrb- circumvent any territorial restrictions applied to the products ; or
0,academia.edu will have the right to investigate and prosecute violations of any of the above to the fullest extent of the law .
0,"where you know of or suspect any illegal activities , or know of or suspect that works belonging to you have been infringed , please write to us at the address provided below marked for the attention of our ` general counsel ' ."
0,"when you submit any ideas , suggestions , documents and/or proposals relating to the service -lrb- or other products or services -rrb- to evernote through the `` contact us , '' user forum or support interfaces or through any other channel or mechanism -lrb- collectively , `` contributions '' -rrb- , you acknowledge and agree that : -lrb- i -rrb- your contributions do not contain confidential or proprietary information ; -lrb- ii -rrb- evernote is not under any obligation of confidentiality , express or implied , with respect to the contributions ; -lrb- iii -rrb- evernote shall be entitled to use or disclose -lrb- or choose not to use or disclose -rrb- such contributions for any purpose , in any way ; -lrb- iv -rrb- evernote may have something similar to the contributions already under consideration or in development ; -lrb- v -rrb- your contributions automatically become the property of evernote without any obligation of evernote to you ; and -lrb- vi -rrb- you are not entitled to any accounting , compensation or reimbursement of any kind from evernote under any circumstances ."
0,"14.5 you acknowledge and agree that each member of the group of companies of which youtube is a part shall be third party beneficiaries to the terms and that such other companies shall be entitled to directly enforce , and rely upon , any provision of the terms which confers a benefit on -lrb- or rights in favour of -rrb- them ."
0,we may refuse or cancel orders .
0,"you may only access and use our services for lawful , authorized , and acceptable purposes ."
0,we do n't offer any passcode recovery features for this restricted area .
0,"but , if any of us does not like the arbitrator 's decision , the courts only have a limited ability to change the outcome of arbitration or make the arbitrator reconsider his or her decision ."
0,"we may perform these updates remotely including to zynga software residing on your computer or mobile device , without notifying you ."
0,"if you have an emergency , call your physician or your local emergency services immediately ."
0,• distribute viruses or any other technologies that may harm ebay or the interests or property of users ;
0,"the amount of occupancy taxes , if any , collected and remitted by airbnb will be visible to and separately stated to both guests and hosts on their respective transaction documents ."
0,"if you use the services for any commercial , business or re-sale purpose , dropbox , its affiliates , suppliers or distributors will have no liability to you for any loss of profit , loss of business , business interruption , or loss of business opportunity ."
0,"welcome to blizzard entertainment , inc. 's massively multi-player on-line role-playing game , world of warcraft ® -lrb- `` world of warcraft '' -rrb- ."
1,"instagram is not responsible for the actions , content , information , or data of third parties , and you release us , our directors , officers , employees , and agents from any claims and damages , known and unknown , arising out of or in any way connected with any claim you have against any such third parties ."
0,"except as provided in the preceding sentence , this `` dispute resolution '' section will survive any termination of these terms ."
0,"if there is a fixed term and price for your service offer , that price will remain in force for the fixed term ."
0,"during your registration for the battle.net service you grant your consent to the following : when running , the world of warcraft client may monitor your computer 's random access memory -lrb- ram -rrb- and/or cpu processes for unauthorized third party programs running concurrently with world of warcraft ."
0,"instead , those parts will be severed and proceed in a court of law , with the remaining parts proceeding in arbitration ."
0,"you are not permitted to and shall not register or use any trade name , trademark , logo , domain name or any other name or sign that incorporates any of skype 's intellectual property -lrb- in whole or part -rrb- or that is confusingly similar thereto ."
0,"you can form a binding contract with tinder ,"
0,"if you are a developer or operator of a platform application or website or if you use social plugins , you must comply with the facebook platform policy ."
0,"`` content '' means the audio and visual information , documents , software , products and services contained in or made available to you in the course of using the services that is owned by onavo ."
0,"upon any termination , discontinuation , or cancellation of services or your account , the following provisions of these terms will survive : arbitration notice ; content ownership ; rights granted by you ; effect of termination on trading items , virtual money , and virtual goods ; feedback ; disclaimer of warranties ; indemnity ; limitation of liability ; dispute resolution ; general terms ; and this sentence of termination ."
0,"`` product '' means any interactive entertainment product or software provided to you by linden lab , each of which shall be further governed by an applicable product-specific policy -lrb- each a `` product policy '' -rrb- ."
0,"if you do n't provide academia.edu with an arbitration opt-out notice within the thirty -lrb- 30 -rrb- day period , you will be deemed to have knowingly and intentionally waived your right to litigate any dispute except for litigable actions ."
0,"without limiting the generality of the foregoing , duolingo does not make any representation or warranty of any kind relating to accuracy , service availability , completeness , informational content , error-free operation , results to be obtained from use , or non-infringement ."
1,"your content in memories might become unavailable for any number of reasons , including things like an operational glitch or a decision on our end to terminate your account ."
0,"if you wish to dispute the information ebay reported to a credit bureau -lrb- i.e. , experian , equifax or transunion -rrb- please contact us at ebay inc. , c/o global collections , 7700 west parmer lane , building d , austin , tx 78729 ."
0,you may terminate this agreement at any time by deleting your nintendo account .
0,"the united states federal arbitration act will govern the interpretation , enforcement , and proceedings pursuant to the mandatory arbitration clause in this eula ."
0,tripadvisor is not responsible for content on websites operated by parties other than tripadvisor .
0,"if you are a resident of the united states or any country other than france or germany : to the maximum extent permitted by applicable law , you agree to indemnify and hold under armour , its subsidiaries , suppliers and other partners harmless from any claim or demand , including reasonable accounting and attorneys ' fees , made by any third party due to or arising out of -lrb- a -rrb- the user-generated content you access or share through the services ; -lrb- b -rrb- your use of the services , -lrb- c -rrb- your athletic activities in connection with the services -lrb- including , but not limited to , athletic activities in connection with any contests , races , group activities , third-party activities or other events that we may sponsor , organize , participate in , or where the services are employed -rrb- , -lrb- d -rrb- your connection to the services , -lrb- e -rrb- your violation of these terms , -lrb- f -rrb- your use or misuse of any athlete 's personal data and location data , -lrb- g -rrb- any violation of the rights of any other person or entity by you , or -lrb- h -rrb- your employment of the services to meet another athlete in person or to locate and attend any offline place or event ."
0,"the arbitrator shall be a retired judge or justice of any new york state or federal court with substantial experience in the internet industry and shall follow new york substantive law in adjudicating the dispute , except that this section 8 -lrb- a -rrb- shall be construed as a `` written agreement to arbitrate '' pursuant to the federal arbitration act -lrb- `` faa '' -rrb- ."
0,"to be effective , a counter notification must be in writing , provided to 9gag 's designated agent through one of the methods identified immediately above , and include substantially the following information :"
0,in-game mail sent by or in transit to the character that you intend to migrate will not be migrated to a target server .
0,deleting your account on tinder or deleting the tinder application from your device does not cancel your subscription ; tinder will retain all funds charged to your iap account until you cancel your subscription through your iap account .
0,"if you have any questions or concerns regarding these terms , please contact us online at privacy@msqrd.me , or by mail at :"
0,all software used in any amazon service is the property of amazon or its software suppliers and is protected by united states and international copyright laws .
0,1.1 the airbnb platform is an online marketplace that enables registered users -lrb- `` members '' -rrb- and certain third parties who offer services -lrb- members and third parties who offer services are `` hosts '' and the services they offer are `` host services '' -rrb- to publish such host services on the airbnb platform -lrb- `` listings '' -rrb- and to communicate and transact directly with members that are seeking to book such host services -lrb- members using host services are `` guests '' -rrb- .
0,"subject to your complete and ongoing compliance with this eula , the company hereby grants you a revocable , non-exclusive , non-transferable , non-sublicensable , royalty-free and worldwide right and license to access and use the service solely for your personal , non-commercial use and solely in strict compliance with the provisions of this eula ."
0,"also , your content must not include content that is illegal , obscene , defamatory , threatening , intimidating , harassing , hateful , racially or ethnically offensive , libelous , invasive of another 's privacy , bigoted , inflammatory , vulgar , sexually explicit , pornographic , violent , discriminatory , or harmful to minors in any way , that would instigate or encourage conduct that would be illegal , or otherwise inappropriate , including promoting violent crimes or that violate facebook 's community standards or masquerade 's terms and policies ."
0,"this means that you , and not yahoo , are entirely responsible for all content that you upload , post , email , transmit or otherwise make available via the yahoo services ."
0,please read this section carefully because it contains additional provisions applicable only to our united states and canada users .
1,"19.3 to the extent that the provisions in section 18 do not apply , you further agree that all disputes , causes of action , claims or controversies arising under these terms that can not be settled through informal negotiation will be resolved exclusively in the united states district court for the northern district of california or a state court located in san mateo county , and you agree to submit to the personal jurisdiction of such courts for the purposes of litigating all such claims ."
0,your privacy is important to us .
0,"airbnb is not and does not become a party to or other participant in any contractual relationship between members , nor is airbnb a real estate broker or insurer ."
0,"as a headspace member you will receive access to certain sections , features and functions of the products that are not available to non-members ."
1,"the company 's liability , and the liability of any other company parties , to you or any third parties in any circumstance is limited to the greater of the fees you have paid us for any gifts and u.s. $ 100 ."
0,agreement to arbitrate for masquerade users located in the united states or canada .
0,you agree that your tinder account is non-transferable and all of your rights to your account and its content terminate upon your death .
0,"you may not assign or transfer these terms , by operation of law or otherwise , without niantic 's prior written consent ."
0,"violate the intellectual property or other rights of linkedin , including , without limitation , -lrb- i -rrb- copying or distributing our learning videos or other materials or -lrb- ii -rrb- copying or distributing our technology , unless it is released under open source licenses ; -lrb- iii -rrb- using the word `` linkedin '' or our logos in any business name , email , or url except as provided in the brand guidelines ;"
0,"but you do have to grant evernote a limited license , as described below , so we can make your data accessible and usable on the service ."
0,"you may not assign these terms or any of the rights granted hereunder without the prior written consent of oculus , and any attempted assignment without such consent shall be void ."
0,"you waive any rights you may have under california civil code § 1542 , or any other similar applicable statute or law of any other jurisdiction , which says that : a general release does not extend to claims which the creditor does not know or suspect to exist in his or her favor at the time of executing the release , which if known by him or her must have materially affected his or her settlement with the debtor ."
0,-lrb- i -rrb- using subscriptions for telemarketing or call centre operations ;
0,"you acknowledge and agree that these terms and conditions are solely between you and duolingo , not apple , and that apple has no responsibility for the apps or content thereof ."
0,"the notice to the company should be addressed to 1161 mission street , office # 502 , san francisco , ca 94103 , attn : chief executive officer -lrb- the `` arbitration notice address '' -rrb- ."
1,we reserve the right to change the terms of this contract and will provide you notice if we do and we agree that changes can not be retroactive .
0,"7.1 the software , products and skype websites contain proprietary and confidential information that is protected by intellectual property laws and treaties ."
0,"in cases where we do not ask for your explicit agreement to a modified version of the terms , the modified version of the terms will become effective as of the date specified in the terms ."
0,"if there is a substantial change in the itinerary or the host service needs to be cancelled , airbnb will work with the host to provide guests an alternative date for the host service , an appropriate refund or a rebooking ."
0,"we do not endorse or assume any responsibility for any such third-party sites , information , materials , products , or services ."
0,"in the event your subscription began on a day not contained in a given month , your payment method will be charged on a day in the applicable month or such other day as we deem appropriate ."
0,there are no third party beneficiaries to this contract .
0,"-lrb- ii -rrb- access , monitor or copy any content or information of this website using any robot , spider , scraper or other automated means or any manual process for any purpose without our express written permission ;"
0,you must be at least 13 years old to use our services -lrb- or such greater age required in your country for you to be authorized to use our services without parental approval -rrb- .
0,"you will not create another account if we have already disabled your account , unless you have our written permission to do so ."
0,"the services are protected by copyright , trademark , and other us and foreign laws ."
