label,sentences,document
0, if you choose to interact with the third parties made available through our service such party s terms will govern their relationship with you ,Tinder.txt
1, tinder is not responsible or liable for such third parties terms or actions ,Tinder.txt
1, to the fullest extent permitted by applicable law in no event will tinder its affiliates employees licensors or service providers be liable for any indirect consequential exemplary incidental special or punitive damages including without limitation loss of profits whether incurred directly or indirectly or any loss of data use goodwill or other intangible losses resulting from lrb i rrb your access to or use of or inability to access or use the services lrb ii rrb the conduct or content of other users or third parties on through or following use of the services or lrb iii rrb unauthorized access use or alteration of your content even if tinder has been advised of the possibility of such damages ,Tinder.txt
1, in no event will tinder s aggregate liability to you for all claims relating to the service exceed the amount paid if any by you to tinder for the service while you have an account ,Tinder.txt
0, some jurisdictions do not allow the exclusion or limitation of certain damages so some or all of the exclusions and limitations in this section may not apply to you ,Tinder.txt
0, arbitration class action waiver and jury waiver ,Tinder.txt
0, except for users residing within the eu or european economic area and elsewhere where prohibited by applicable law ,Tinder.txt
1, the exclusive means of resolving any dispute or claim arising out of or relating to this agreement lrb including any alleged breach thereof rrb or the service shall be binding arbitration administered by the american arbitration association under the consumer arbitration rules ,Tinder.txt
0, the one exception to the exclusivity of arbitration is that you have the right to bring an individual claim against the company in a small claims court of competent jurisdiction ,Tinder.txt
0, but whether you choose arbitration or small claims court you may not under any circumstances commence or maintain against the company any class action class arbitration or other representative action or proceeding ,Tinder.txt
1, by using the service in any manner you agree to the above arbitration agreement ,Tinder.txt
0, in doing so you give up your right to go to court to assert or defend any claims between you and the company lrb except for matters that may be taken to small claims court rrb ,Tinder.txt
0, you also give up your right to participate in a class action or other class proceeding ,Tinder.txt
0, your rights will be determined by a neutral arbitrator not a judge or jury and the arbitrator shall determine all issues regarding the arbitrability of the dispute ,Tinder.txt
0, you are entitled to a fair hearing before the arbitrator ,Tinder.txt
0, the arbitrator can grant any relief that a court can but you should note that arbitration proceedings are usually simpler and more streamlined than trials and other judicial proceedings ,Tinder.txt
0, decisions by the arbitrator are enforceable in court and may be overturned by a court only for very limited reasons ,Tinder.txt
0, for details on the arbitration process see our arbitration procedures ,Tinder.txt
0, any proceeding to enforce this arbitration agreement including any proceeding to confirm modify or vacate an arbitration award may be commenced in any court of competent jurisdiction ,Tinder.txt
1, in the event that this arbitration agreement is for any reason held to be unenforceable any litigation against the company lrb except for small claims court actions rrb may be commenced only in the federal or state courts located in dallas county texas ,Tinder.txt
0, you hereby irrevocably consent to the jurisdiction of those courts for such purposes ,Tinder.txt
1, this agreement and any dispute between you and the company shall be governed by the laws of the state of texas without regard to principles of conflicts of law provided that this arbitration agreement shall be governed by the federal arbitration act ,Tinder.txt
0, the online dispute settlement platform of the european commission is available under ,Tinder.txt
0, tinder does not take part in dispute settlement procedures in front of a consumer arbitration entity for users residing in the eu or european economic area ,Tinder.txt
1, for users residing in the eu or european economic area or elsewhere where our arbitration agreement is prohibited by law the laws of texas you s a excluding texas s conflict of laws rules will apply to any disputes arising out of or relating to this agreement or the services ,Tinder.txt
0, for the avoidance of doubt the choice of texas governing law shall not supersede any mandatory consumer protection legislation in such jurisdictions ,Tinder.txt
0, except for users residing in the eu or european economic area who may bring claims in their country of residence in accordance with applicable law all claims arising out of or relating to this agreement or the services will be litigated exclusively in the federal or state courts of dallas county texas you s a and you and tinder consent to personal jurisdiction in those courts ,Tinder.txt
0, you agree to the extent permitted under applicable law to indemnify defend and hold harmless tinder our affiliates and their and our respective officers directors agents and employees from and against any and all complaints demands claims damages losses costs liabilities and expenses including attorney s fees due to arising out of or relating in any way to your access to or use of the services your content or your breach of this agreement ,Tinder.txt
0, this agreement with the privacy policy the safety tips and any terms disclosed and agreed to by you if you purchase additional features products or services we offer on the service contains the entire agreement between you and tinder regarding the use of the service ,Tinder.txt
0, if any provision of this agreement is held invalid the remainder of this agreement shall continue in full force and effect ,Tinder.txt
0, the failure of the company to exercise or enforce any right or provision of this agreement shall not constitute a waiver of such right or provision ,Tinder.txt
0, you agree that your tinder account is non transferable and all of your rights to your account and its content terminate upon your death ,Tinder.txt
0, no agency partnership joint venture or employment is created as a result of this agreement and you may not make any representations or bind tinder in any manner ,Tinder.txt
0, posted december 8 2016,Dropbox.txt
0, effective february 10 2017,Dropbox.txt
0, these terms of service lrb terms rrb cover your use and access to our services client software and websites lrb services rrb ,Dropbox.txt
0, if you reside outside of the united states of america canada and mexico lrb north america rrb your agreement is with dropbox international unlimited company and if you reside in north america your agreement is with dropbox inc ,Dropbox.txt
0, our privacy policy explains how we collect and use your information while our acceptable use policy outlines your responsibilities when using our services ,Dropbox.txt
1, by using our services you are agreeing to be bound by these terms our privacy policy and acceptable use policy ,Dropbox.txt
0, if you are using our services for an organization you are agreeing to these terms on behalf of that organization ,Dropbox.txt
0, when you use our services you provide us with things like your files content messages contacts and so on lrb your stuff rrb ,Dropbox.txt
0, these terms do n t give us any rights to your stuff except for the limited rights that enable us to offer the services ,Dropbox.txt
0, we need your permission to do things like hosting your stuff backing it up and sharing it when you ask us to ,Dropbox.txt
0, our services also provide you with features like photo thumbnails document previews commenting easy sorting editing sharing and searching ,Dropbox.txt
0, these and other features may require our systems to access store and scan your stuff ,Dropbox.txt
0, you give us permission to do those things and this permission extends to our affiliates and trusted third parties we work with ,Dropbox.txt
0, our services let you share your stuff with others so please think carefully about what you share ,Dropbox.txt
0, you are responsible for your conduct ,Dropbox.txt
0, your stuff and you must comply with our acceptable use policy ,Dropbox.txt
0, content in the services may be protected by others intellectual property rights ,Dropbox.txt
0, please do n t copy upload download or share content unless you have the right to do so ,Dropbox.txt
0, we may review your conduct and content for compliance with these terms and our acceptable use policy ,Dropbox.txt
0, with that said we have no obligation to do so ,Dropbox.txt
0, we are n t responsible for the content people post and share via the services ,Dropbox.txt
0, help us keep you informed and your stuff protected ,Dropbox.txt
0, safeguard your password to the services and keep your account information current ,Dropbox.txt
0, do n t share your account credentials or give others access to your account ,Dropbox.txt
0, you may use our services only as permitted by applicable law including export control laws and regulations ,Dropbox.txt
0, finally our services are not intended for and may not be used by people under the age of 13 ,Dropbox.txt
0, by using our services you are representing to us that you are over 13 ,Dropbox.txt
0, some of our services allow you to download client software lrb software rrb which may update automatically ,Dropbox.txt
0, so long as you comply with these terms we give you a limited nonexclusive nontransferable revocable license to use the software solely to access the services ,Dropbox.txt
0, to the extent any component of the software may be offered under an open source license we will make that license available to you and the provisions of that license may expressly override some of these terms ,Dropbox.txt
0, unless the following restrictions are prohibited by law you agree not to reverse engineer or decompile the services attempt to do so or assist anyone in doing so ,Dropbox.txt
0, we sometimes release products and features that we are still testing and evaluating ,Dropbox.txt
0, those services have been marked beta preview early access or evaluation lrb or with words or phrases with similar meanings rrb and may not be as reliable as dropbox s other services so please keep that in mind ,Dropbox.txt
0, the services are protected by copyright trademark and other us and foreign laws ,Dropbox.txt
0, these terms do n t grant you any right title or interest in the services others content in the services dropbox trademarks logos and other brand features ,Dropbox.txt
0, we welcome feedback but note that we may use comments or suggestions without any obligation to you ,Dropbox.txt
0, we respect the intellectual property of others and ask that you do too ,Dropbox.txt
0, we respond to notices of alleged copyright infringement if they comply with the law and such notices should be reported using our copyright policy ,Dropbox.txt
1, we reserve the right to delete or disable content alleged to be infringing and terminate accounts of repeat infringers ,Dropbox.txt
0, our designated agent for notice of alleged copyright infringement on the services is ,Dropbox.txt
0, you can increase your storage space and add paid features to your account lrb turning your account into a paid account rrb ,Dropbox.txt
0, we will automatically bill you from the date you convert to a paid account and on each periodic renewal until cancellation ,Dropbox.txt
0, if you are on an annual plan we will send you a notice email reminding you that your plan is about to renew within a reasonable period of time prior to the renewal date ,Dropbox.txt
0, you are responsible for all applicable taxes and we will charge tax when required to do so ,Dropbox.txt
0, some countries have mandatory local laws regarding your cancellation rights and this paragraph does n t override these laws ,Dropbox.txt
0, you may cancel your dropbox paid account at any time ,Dropbox.txt
0, refunds are only issued if required by law ,Dropbox.txt
0, for example users living in the european union have the right to cancel their paid account subscriptions within 14 days of signing up for upgrading to or renewing a paid account ,Dropbox.txt
0, your paid account will remain in effect until it s cancelled or terminated under these terms ,Dropbox.txt
1, if you do n t pay for your paid account on time we reserve the right to suspend it or reduce your storage to free space levels ,Dropbox.txt
1, we may change the fees in effect but will give you advance notice of these changes via a message to the email address associated with your account ,Dropbox.txt
0, if you sign up for a dropbox account with an email address provisioned by your organization your organization may be able to block your use of dropbox until you transition to an account on a dropbox team lrb e g dropbox business plans or dropbox education rrb or you associate your dropbox account with a personal email address ,Dropbox.txt
0, if you join a dropbox team you must use it in compliance with your organization s terms and policies ,Dropbox.txt
0, please note that dropbox team accounts are subject to your organization s control ,Dropbox.txt
0, your administrators may be able to access disclose restrict or remove information in or from your dropbox team account ,Dropbox.txt
0, they may also be able to restrict or terminate your access to a dropbox team account ,Dropbox.txt
0, if you convert an existing dropbox account into part of a dropbox team your administrators may prevent you from later disassociating your account from the dropbox team ,Dropbox.txt
0, you are free to stop using our services at any time ,Dropbox.txt
1, we reserve the right to suspend or terminate your access to the services with notice to you if lrb a rrb you are in breach of these terms lrb b rrb you are using the services in a manner that would because a real risk of harm or loss to us or other users or lrb c rrb you do n t have a paid account and have n t accessed our services for 12 consecutive months ,Dropbox.txt
0, we will provide you with reasonable advance notice via the email address associated with your account to remedy the activity that prompted us to contact you and give you the opportunity to export your stuff from our services ,Dropbox.txt
1, if after such notice you fail to take the steps we ask of you we will terminate or suspend your access to the services ,Dropbox.txt
1, we wo n t provide notice before termination where lrb a rrb you are in material breach of these terms lrb b rrb doing so would because us legal liability or compromise our ability to provide the services to our other users or lrb c rrb we are prohibited from doing so by law ,Dropbox.txt
0, we may decide to discontinue the services in response to unforeseen circumstances beyond dropbox s control or to comply with a legal requirement ,Dropbox.txt
0, if we do so we will give you reasonable prior notice so that you can export your stuff from our systems ,Dropbox.txt
0, if we discontinue services in this way before the end of any fixed or minimum term you have paid us for we will refund the portion of the fees you have pre paid but have n t received services for ,Dropbox.txt
0, we strive to provide great services but there are certain things that we ca n t guarantee ,Dropbox.txt
0, to the fullest extent permitted by law dropbox and its affiliates suppliers and distributors make no warranties either express or implied about the services ,Dropbox.txt
0, the services are provided as is ,Dropbox.txt
0, we also disclaim any warranties of merchantability fitness for a particular purpose and non infringement ,Dropbox.txt
0, some places do n t allow the disclaimers in this paragraph so they may not apply to you ,Dropbox.txt
0, we do n t exclude or limit our liability to you where it would be illegal to do so this includes any liability for dropbox s or its affiliates fraud or fraudulent misrepresentation in providing the services ,Dropbox.txt
1, in countries where the following types of exclusions are n t allowed we are responsible to you only for losses and damages that are a reasonably foreseeable result of our failure to use reasonable care and skill or our breach of our contract with you ,Dropbox.txt
0, this paragraph does n t affect consumer rights that ca n t be waived or limited by any contract or agreement ,Dropbox.txt
1, in countries where exclusions or limitations of liability are allowed dropbox its affiliates suppliers or distributors wo n t be liable for i rrb any indirect special incidental punitive exemplary or consequential damages or ii rrb any loss of use data business or profits regardless of legal theory ,Dropbox.txt
1, these exclusions or limitations will apply regardless of whether or not dropbox or any of its affiliates has been warned of the possibility of such damages ,Dropbox.txt
0, if you use the services for any commercial business or re sale purpose dropbox its affiliates suppliers or distributors will have no liability to you for any loss of profit loss of business business interruption or loss of business opportunity ,Dropbox.txt
0, dropbox and its affiliates are n t responsible for the conduct whether online or offline of any user of the services ,Dropbox.txt
1, other than for the types of liability we can not limit by law lrb as described in this section rrb we limit our liability to you to the greater of 20 usd or 100 of any amount you ve paid under your current service plan with dropbox ,Dropbox.txt
0, let s try to sort things out first ,Dropbox.txt
0, we want to address your concerns without needing a formal legal case ,Dropbox.txt
0, before filing a claim against dropbox you agree to try to resolve the dispute informally by contacting dispute notice dropbox com ,Dropbox.txt
0, we will try to resolve the dispute informally by contacting you via email ,Dropbox.txt
0, if a dispute is not resolved within 15 days of submission you or dropbox may bring a formal proceeding ,Dropbox.txt
1, you and dropbox agree that any judicial proceeding to resolve claims relating to these terms or the services will be brought in the federal or state courts of san francisco county california subject to the mandatory arbitration provisions below ,Dropbox.txt
1, both you and dropbox consent to venue and personal jurisdiction in such courts ,Dropbox.txt
0, if you reside in a country lrb for example european union member states rrb with laws that give consumers the right to bring disputes in their local courts this paragraph does n t affect those requirements ,Dropbox.txt
0, if you are a you s resident you also agree to the following mandatory arbitration provisions ,Dropbox.txt
0, we both agree to arbitrate ,Dropbox.txt
1, you and dropbox agree to resolve any claims relating to these terms or the services through final and binding arbitration by a single arbitrator except as set forth under exceptions to agreement to arbitrate below ,Dropbox.txt
0, this includes disputes arising out of or relating to interpretation or application of this mandatory arbitration provisions section including its enforceability revocability or validity ,Dropbox.txt
0, opt out of agreement to arbitrate ,Dropbox.txt
0, you can decline this agreement to arbitrate by clicking here and submitting the opt out form within 30 days of first registering your account ,Dropbox.txt
0, however if you agreed to a previous version of these terms that allowed you to opt out of arbitration your previous choice to opt out or not opt out remains binding ,Dropbox.txt
0, the american arbitration association lrb aaa rrb will administer the arbitration under its commercial arbitration rules and the supplementary procedures for consumer related disputes ,Dropbox.txt
0, the arbitration will be held in the united states county where you live or work san francisco lrb ca rrb or any other location we agree to ,Dropbox.txt
0, the aaa rules will govern payment of all arbitration fees ,Dropbox.txt
0, dropbox will pay all arbitration fees for individual arbitration for claims less than 75 000 ,Dropbox.txt
0, if you receive an arbitration award that is more favorable than any offer we make to resolve the claim we will pay you 1 000 in addition to the award ,Dropbox.txt
0, dropbox will not seek its attorneys fees and costs in arbitration unless the arbitrator determines that your claim is frivolous ,Dropbox.txt
0, exceptions to agreement to arbitrate ,Dropbox.txt
0, either you or dropbox may assert claims if they qualify in small claims court in san francisco lrb ca rrb or any united states county where you live or work ,Dropbox.txt
0, either party may bring a lawsuit solely for injunctive relief to stop unauthorized use or abuse of the services or intellectual property infringement lrb for example trademark trade secret copyright or patent rights rrb without first engaging in arbitration or the informal dispute resolution process described above ,Dropbox.txt
1, if the agreement to arbitrate is found not to apply to you or your claim you agree to the exclusive jurisdiction of the state and federal courts in san francisco county california to resolve your claim ,Dropbox.txt
0, you may only resolve disputes with us on an individual basis and may not bring a claim as a plaintiff or a class member in a class consolidated or representative action ,Dropbox.txt
0, class arbitrations class actions private attorney general actions and consolidation with other arbitrations are n t allowed ,Dropbox.txt
0, if this specific paragraph is held unenforceable then the entirety of this mandatory arbitration provisions section will be deemed void ,Dropbox.txt
1, these terms will be governed by california law except for its conflicts of laws principles ,Dropbox.txt
0, however some countries lrb including those in the european union rrb have laws that require agreements to be governed by the local laws of the consumer s country ,Dropbox.txt
0, this paragraph does n t override those laws ,Dropbox.txt
0, these terms constitute the entire agreement between you and dropbox with respect to the subject matter of these terms and supersede and replace any other prior or contemporaneous agreements or terms and conditions applicable to the subject matter of these terms ,Dropbox.txt
0, these terms create no third party beneficiary rights ,Dropbox.txt
0, dropbox s failure to enforce a provision is not a waiver of its right to do so later ,Dropbox.txt
0, if a provision is found unenforceable the remaining provisions of the terms will remain in full effect and an enforceable term will be substituted reflecting our intent as closely as possible ,Dropbox.txt
0, you may not assign any of your rights under these terms and any such attempt will be void ,Dropbox.txt
0, dropbox may assign its rights to any of its affiliates or subsidiaries or to any successor in interest of any business associated with the services ,Dropbox.txt
1, we may revise these terms from time to time to better reflect lrb a rrb changes to the law lrb b rrb new regulatory requirements or lrb c rrb improvements or enhancements made to our services ,Dropbox.txt
0, if an update affects your use of the services or your legal rights as a user of our services we will notify you prior to the update s effective date by sending an email to the email address associated with your account or via an in product notification ,Dropbox.txt
0, these updated terms will be effective no less than 30 days from when we notify you ,Dropbox.txt
0, if you do n t agree to the updates we make please cancel your account before they become effective ,Dropbox.txt
0, where applicable we will offer you a prorated refund based on the amounts you have prepaid for services and your account cancellation date ,Dropbox.txt
1, by continuing to use or access the services after the updates come into effect you agree to be bound by the revised terms ,Dropbox.txt
0, if you live in lrb or your principal place of business is in rrb the united states please read the binding arbitration clause and class action waiver in section 15 ,Microsoft.txt
0, it affects how disputes are resolved ,Microsoft.txt
0, these terms lrb terms rrb cover the use of those microsoft s consumer products websites and services listed here lrb the services rrb ,Microsoft.txt
0, many of these products previously had separate terms that were called different names such as xbox live terms of use or skype terms of use and these terms replace those separate terms ,Microsoft.txt
1, you accept these terms by creating a microsoft account or skype account through your use of the services or by continuing to use the services after being notified of a change to these terms ,Microsoft.txt
0, your privacy is important to us ,Microsoft.txt
0, please read the microsoft privacy statement lrb the privacy statement rrb as it describes the types of data we collect from you and your devices lrb data rrb and how we use your data ,Microsoft.txt
0, the privacy statement also describes how microsoft uses your content which is your communications with others postings or feedback submitted by you to microsoft via the services and the files photos documents audio digital works and videos that you upload store or share through the services lrb your content rrb ,Microsoft.txt
1, by using the services or agreeing to these terms you consent to microsoft s collection use and disclosure of your content and data as described in the privacy statement ,Microsoft.txt
0, many of our services allow you to store or share your content or receive material from others ,Microsoft.txt
0, we do n t claim ownership of your content ,Microsoft.txt
0, your content remains your content and you are responsible for it ,Microsoft.txt
0, when you share your content with other people you understand that they may be able to on a worldwide basis use save record reproduce transmit display lrb and on healthvault delete rrb your content without compensating you ,Microsoft.txt
0, if you do not want others to have that ability do not use the services to share your content ,Microsoft.txt
0, you represent and warrant that for the duration of these terms you have lrb and will have rrb all the rights necessary for your content that is uploaded stored or shared on or through the services and that the collection use and retention of your content will not violate any law or rights of others ,Microsoft.txt
0, microsoft can not be held responsible for your content or the material others upload store or share using the services ,Microsoft.txt
0, b to the extent necessary to provide the services to you and others to protect you and the services and to improve microsoft products and services you grant to microsoft a worldwide and royalty free intellectual property license to use your content for example to make copies of retain transmit reformat display and distribute via communication tools your content on the services ,Microsoft.txt
0, if you publish your content in areas of the service where it is available broadly online without restrictions your content may appear in demonstrations or materials that promote the service ,Microsoft.txt
0, some of the services are supported by advertising ,Microsoft.txt
0, controls for how microsoft personalizes advertising are available on the security privacy page of the microsoft account management website ,Microsoft.txt
0, we do not use what you say in email chat video calls or voice mail or your documents photos or other personal files to target advertising to you ,Microsoft.txt
0, our advertising policies are covered in detail in the privacy statement ,Microsoft.txt
0, a by agreeing to these terms you are agreeing that when using the services you will follow these rules ,Microsoft.txt
0, i do n t do anything illegal ,Microsoft.txt
0, do n t engage in any activity that exploits harms or threatens to harm children ,Microsoft.txt
0, spam is unwanted or unsolicited bulk email postings contact requests sms lrb text messages rrb or instant messages ,Microsoft.txt
0, do n t publicly display or use the services to share inappropriate content or material lrb involving for example nudity bestiality pornography graphic violence or criminal activity rrb ,Microsoft.txt
0, v do n t engage in activity that is false or misleading lrb e g asking for money under false pretenses impersonating someone else manipulating the services to increase play count or affect rankings ratings or comments rrb ,Microsoft.txt
0, do n t circumvent any restrictions on access to or availability of the services ,Microsoft.txt
0, do n t engage in activity that is harmful to you the services or others lrb e g transmitting viruses stalking posting terrorist content communicating hate speech or advocating violence against others rrb ,Microsoft.txt
0, do n t infringe upon the rights of others lrb e g unauthorized sharing of copyrighted music or other copyrighted material resale or other distribution of bing maps or photographs rrb ,Microsoft.txt
0, do n t engage in activity that violates the privacy of others ,Microsoft.txt
0, x do n t help others break these rules ,Microsoft.txt
1, if you violate these terms we may stop providing services to you or we may close your microsoft account or skype account ,Microsoft.txt
1, we may also block delivery of a communication lrb like email or instant message rrb to or from the services in an effort to enforce these terms or we may remove or refuse to publish your content for any reason ,Microsoft.txt
0, when investigating alleged violations of these terms microsoft reserves the right to review your content in order to resolve the issue ,Microsoft.txt
0, however we can not monitor the entire services and make no attempt to do so ,Microsoft.txt
0, c application to xbox services ,Microsoft.txt
0, click here for more information about how this code of conduct applies to xbox live games for windows live and microsoft studios games applications services and content provided by microsoft ,Microsoft.txt
0, using the services support ,Microsoft.txt
0, a microsoft account or skype account ,Microsoft.txt
0, you will need a microsoft account to access many of the services ,Microsoft.txt
0, your microsoft account let us you sign in to products websites and services provided by microsoft and some microsoft partners ,Microsoft.txt
0, to access skype on certain platforms you have the option of using a skype account or a microsoft account ,Microsoft.txt
0, you can create a microsoft account or a skype account by signing up online ,Microsoft.txt
0, you agree not to use any false inaccurate or misleading information when signing up for your microsoft account or skype account ,Microsoft.txt
0, in some cases a third party like your internet service provider may have assigned a microsoft account to you ,Microsoft.txt
0, if you received your microsoft account from a third party the third party may have additional rights over your account like the ability to access or delete your microsoft account ,Microsoft.txt
0, please review any additional terms the third party provided you as microsoft has no responsibility regarding these additional terms ,Microsoft.txt
0, if you create a microsoft account on behalf of an entity such as your business or employer you represent that you have the legal authority to bind that entity to these terms ,Microsoft.txt
0, you can not transfer your microsoft account or skype account to another user or entity ,Microsoft.txt
0, to protect your account keep your account details and password confidential ,Microsoft.txt
0, you are responsible for all activity that occurs under your microsoft account or skype account ,Microsoft.txt
0, you must use your microsoft account to keep it active ,Microsoft.txt
0, this means you must sign in at least once in a five year period to keep your microsoft account and associated services active unless provided otherwise in an offer for a paid portion of the services ,Microsoft.txt
0, if you do n t sign in during this time we will assume your microsoft account is inactive and will close it for you ,Microsoft.txt
0, please see section 4 lrb a rrb lrb iv rrb lrb rrb for the consequences of a closed microsoft account ,Microsoft.txt
0, you must sign into your outlook com inbox and your onedrive lrb separately rrb at least once in a one year period otherwise we will close your outlook com inbox and your onedrive for you ,Microsoft.txt
0, you must sign into the xbox services lrb defined in section 14 lrb a rrb lrb i rrb rrb at least once in a five year period to keep the gamertag associated with your microsoft account ,Microsoft.txt
1, if we reasonably suspect that your microsoft account or skype account is being used by a third party fraudulently lrb for example as a result of an account compromise rrb microsoft may suspend your account until you can reclaim ownership ,Microsoft.txt
1, based on the nature of the compromise we may be required to disable access to some or all of your content ,Microsoft.txt
0, if you are having trouble accessing your microsoft account please visit this website ,Microsoft.txt
0, to manage your skype account you must sign in at www skype com ,Microsoft.txt
0, by using the services you represent that you have either reached the age of majority where you live or have valid parent or legal guardian consent to be bound by these terms ,Microsoft.txt
0, if you do not know whether you have reached the age of majority where you live or do not understand this section please ask your parent or legal guardian for help before you create a microsoft account or skype account ,Microsoft.txt
0, if you are the parent or legal guardian of a minor that creates a microsoft account or skype account you accept these terms on the minor s behalf and are responsible for all use of the microsoft account skype account or services including purchases whether the minor s account is now open or created later ,Microsoft.txt
0, you can cancel specific services or close your microsoft account or skype account at any time and for any reason ,Microsoft.txt
0, to close your microsoft account please visit ,Microsoft.txt
0, when you ask us to close your microsoft account we will put it in a suspended state for 60 days just in case you change your mind ,Microsoft.txt
0, after that 60 day period your microsoft account will be closed ,Microsoft.txt
0, please see section 4 lrb a rrb lrb iv rrb lrb rrb below for a detailed explanation as to what happens when your microsoft account is closed ,Microsoft.txt
0, logging back in during that 60 day period will reactivate your microsoft account ,Microsoft.txt
0, to cancel your skype account please submit a support request to ,Microsoft.txt
0, if your services are canceled or your microsoft account or skype account is closed lrb whether by you or us rrb a few things happen ,Microsoft.txt
0, first your right to use the services stops immediately and your license to use the software related to the services ends ,Microsoft.txt
0, second we will delete data or your content associated with your microsoft account or skype account or will otherwise disassociate it from you and your microsoft account or skype account lrb unless we are required by law to keep it rrb ,Microsoft.txt
0, you should have a regular backup plan as microsoft wo n t be able to retrieve your content or data once your account is closed ,Microsoft.txt
0, third you may lose access to material or products you ve acquired ,Microsoft.txt
0, b work or school accounts ,Microsoft.txt
0, you can sign into certain microsoft services with a work or school email address ,Microsoft.txt
0, if you do you agree that the owner of the domain associated with your email address may control and administer your account and access and process your data including the contents of your communications and files ,Microsoft.txt
0, you further agree that your use of the services may be subject to the agreements that microsoft has with you or your organization and these terms do not apply ,Microsoft.txt
0, if you use a work or school email address to access services covered under these terms you may be prompted to update the email address associated with your microsoft account in order to continue accessing such services ,Microsoft.txt
0, to use many of the services you will need an internet connection and or data cellular plan ,Microsoft.txt
0, you might also need additional equipment like a headset camera or microphone ,Microsoft.txt
0, you are responsible for providing all connections plans and or equipment needed to use the services and for paying the fees charged by the provider lrb s rrb of your connections plans and equipment ,Microsoft.txt
0, those fees are in addition to any fees you pay us for the services and we will not reimburse you for such fees ,Microsoft.txt
0, check with your provider lrb s rrb to determine if there are any such fees that may apply to you ,Microsoft.txt
0, when there s something important to tell you about a service you use we will send you service notifications to the email associated with your microsoft account or for skype notifications your skype account ,Microsoft.txt
0, if you gave us your phone number in connection with your microsoft account or skype account then we may send service notifications to you via sms lrb text message rrb including to verify your identity before registering your mobile phone number ,Microsoft.txt
0, data or messaging rates may apply when receiving notifications via sms ,Microsoft.txt
0, customer support for the services is available at http support microsoft com ,Microsoft.txt
0, using third party apps and services ,Microsoft.txt
0, the services may allow you to access or acquire products services websites links content material games or applications from third parties lrb companies or people who are n t microsoft rrb lrb third party apps and services rrb ,Microsoft.txt
0, many of our services also help you find third party apps and services and you understand that you are directing our services to provide third party apps and services to you ,Microsoft.txt
0, the third party apps and services may also allow you to store your content or data with the publisher provider or operator of the third party apps and services ,Microsoft.txt
0, the third party apps and services may present you with a privacy policy or require you to accept additional terms of use before you can install or use the third party app or service ,Microsoft.txt
0, see section 14 lrb b rrb for additional terms for applications acquired through the office store the xbox store or the windows store ,Microsoft.txt
0, you should review any additional terms and privacy policies before acquiring or using any third party apps and services ,Microsoft.txt
0, any additional terms do not modify any of these terms ,Microsoft.txt
0, you are responsible for your dealings with third parties ,Microsoft.txt
0, microsoft does not license any intellectual property to you as part of any third party apps and services and is not responsible for information provided by third parties ,Microsoft.txt
0, the services third party apps and services or material or products offered through the services may be unavailable from time to time may be offered for a limited time or may vary depending on your region or device ,Microsoft.txt
0, if you change the location associated with your microsoft account you may need to re acquire the material or applications that were available to you and paid for in your previous region ,Microsoft.txt
1, we strive to keep the services up and running however all online services suffer occasional disruptions and outages and microsoft is not liable for any disruption or loss you may suffer as a result ,Microsoft.txt
0, in the event of an outage you may not be able to retrieve your content or data that you ve stored ,Microsoft.txt
0, we recommend that you regularly backup your content that you store on the services or store using third party apps and services ,Microsoft.txt
0, updates to the services or software and changes to these terms,Microsoft.txt
0, updates to the services or software and changes to these terms ,Microsoft.txt
1, we may change these terms at any time and we will tell you when we do ,Microsoft.txt
1, using the services after the changes become effective means you agree to the new terms ,Microsoft.txt
0, if you do n t agree to the new terms you must stop using the services close your microsoft account and or skype account and if you are a parent or guardian help your minor child close his or her microsoft account or skype account ,Microsoft.txt
0, b sometimes you will need software updates to keep using the services ,Microsoft.txt
0, we may automatically check your version of the software and download software updates or configuration changes ,Microsoft.txt
0, you may also be required to update the software to continue using the services ,Microsoft.txt
0, such updates are subject to these terms unless other terms accompany the updates in which case those other terms apply ,Microsoft.txt
0, microsoft is n t obligated to make any updates available and we do n t guarantee that we will support the version of the system for which you licensed the software ,Microsoft.txt
1, c additionally there may be times when we need to remove or change features or functionality of the service or stop providing a service or access to third party apps and services altogether ,Microsoft.txt
0, except to the extent required by applicable law we have no obligation to provide a re download or replacement of any material digital goods lrb defined in section 14 lrb k rrb rrb or applications previously purchased ,Microsoft.txt
0, we may release the services or their features in a beta version which may not work correctly or in the same way the final version may work ,Microsoft.txt
0, so that you can use material protected with digital rights management lrb drm rrb like some music games movies and more drm software may automatically contact an online rights server and download and install drm updates ,Microsoft.txt
0, unless accompanied by a separate microsoft license agreement lrb for example if you are using a microsoft application that is included with and a part of windows then the microsoft software license terms for the windows operating system govern such software rrb and except as provided in section 14 lrb b rrb lrb i rrb below for applications available through the office store the windows store or the xbox store any software provided by us to you as part of the services is subject to these terms ,Microsoft.txt
0, if you comply with these terms we grant you the right to install and use one copy of the software per device on a worldwide basis for use by only one person at a time as part of your use of the services ,Microsoft.txt
0, the software or website that is part of the services may include third party code ,Microsoft.txt
0, any third party scripts or code linked to or referenced from the software or website are licensed to you by the third parties that own such code not by microsoft ,Microsoft.txt
0, notices if any for the third party code are included for your information only ,Microsoft.txt
0, the software is licensed not sold and microsoft reserves all rights to the software not expressly granted by microsoft whether by implication estoppel or otherwise ,Microsoft.txt
0, this license does not give you any right to and you may not ,Microsoft.txt
